"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"170","전남광주통합특별시 광산구 옥동","3*","8m미만","34.59","월세","202412","27","200","37","2011","평동로","202501~202612","신규","-","","","단독다가구"
"171","전남광주통합특별시 서구 내방동","8**","8m미만","30.00","전세","202412","27","6,000","0","2007","상무대로1005번길","202501~202701","신규","-","","","단독다가구"
"172","전남광주통합특별시 서구 풍암동","1***","12m미만","66.00","월세","202412","27","1,000","70","2002","풍암순환로128번길","202412~202512","신규","-","","","단독다가구"
"173","전남광주통합특별시 북구 용봉동","1***","12m미만","58.47","월세","202412","27","2,287","6","2016","청계로","202412~202703","신규","-","","","단독다가구"
"174","전남광주통합특별시 북구 용봉동","1***","8m미만","28.00","전세","202412","27","4,000","0","2002","용주로34번길","202412~202612","신규","-","","","단독다가구"
"175","전남광주통합특별시 광산구 월계동","8**","12m미만","203.96","월세","202412","27","0","50","1996","월계로130번길","202501~202712","신규","-","","","단독다가구"
"176","전남광주통합특별시 광산구 쌍암동","6**","12m미만","49.12","월세","202412","27","300","45","2014","임방울대로826번길","202412~202612","신규","-","","","단독다가구"
"177","전남광주통합특별시 북구 양산동","8**","12m미만","39.00","월세","202412","27","200","30","2011","양산택지로33번길","202501~202512","신규","-","","","단독다가구"
"178","전남광주통합특별시 북구 양산동","1***","12m미만","33.00","월세","202412","27","200","30","2010","연양로105번길","202501~202601","신규","-","","","단독다가구"
"179","전남광주통합특별시 장성군 남면 삼태리","8**","12m미만","100.00","전세","202412","27","14,000","0","2018","나노산단1로","202501~202701","신규","-","","","단독다가구"
"180","전남광주통합특별시 여수시 미평동","8**","8m미만","40.00","전세","202412","27","5,500","0","2017","양지6길","202501~202701","신규","-","","","단독다가구"
"181","전남광주통합특별시 나주시 빛가람동","2**","25m미만","106.00","월세","202412","27","1,000","70","2014","도민길","202401~202501","신규","-","","","단독다가구"
"182","전남광주통합특별시 여수시 덕충동","2***","12m미만","46.20","월세","202412","26","300","55","2017","박람회길","202412~202505","신규","-","","","단독다가구"
"183","전남광주통합특별시 순천시 덕월동","1***","8m미만","36.80","전세","202412","26","8,000","0","2003","덕월3길","-","-","-","","","단독다가구"
"184","전남광주통합특별시 여수시 신기동","4*","12m미만","57.62","전세","202412","26","10,000","0","2022","신기북1길","202501~202701","신규","-","","","단독다가구"
"185","전남광주통합특별시 여수시 미평동","7**","12m미만","25.00","월세","202412","26","50","30","2010","양지5길","202502~202602","신규","-","","","단독다가구"
"186","전남광주통합특별시 여수시 덕충동","1***","12m미만","40.00","월세","202412","26","300","50","2020","충민공원길","202412~202512","신규","-","","","단독다가구"
"187","전남광주통합특별시 여수시 덕충동","1***","12m미만","27.00","월세","202412","26","200","35","2014","공화북6길","202412~202512","신규","-","","","단독다가구"
"188","전남광주통합특별시 순천시 덕월동","1***","8m미만","36.80","전세","202412","26","8,000","0","2003","덕월3길","-","-","-","","","단독다가구"
"189","전남광주통합특별시 광산구 흑석동","7**","12m미만","21.90","월세","202412","26","300","40","2021","하남울로48번길","202501~202601","신규","-","","","단독다가구"
"190","전남광주통합특별시 북구 신안동","1*","25m미만","100.79","전세","202412","26","5,000","0","1980","무등로218번길","202502~202702","신규","-","","","단독다가구"
"191","전남광주통합특별시 영광군 영광읍 학정리","6**","8m미만","68.49","전세","202412","26","2,100","0","1986","중앙로","202201~203112","갱신","-","2,100","0","단독다가구"
"192","전남광주통합특별시 북구 운암동","9*","12m미만","68.15","월세","202412","26","500","35","1983","북문대로49번길","202501~202701","신규","-","","","단독다가구"
"193","전남광주통합특별시 북구 오치동","9**","8m미만","25.00","전세","202412","26","5,000","0","2018","우치로","202501~202701","신규","-","","","단독다가구"
"194","전남광주통합특별시 북구 일곡동","8**","12m미만","27.00","전세","202412","26","3,500","0","2013","일곡택지로53번길","202412~202612","신규","-","","","단독다가구"
"195","전남광주통합특별시 북구 일곡동","8**","12m미만","30.00","월세","202412","26","200","30","2015","양일로343번길","202412~202512","신규","-","","","단독다가구"
"196","전남광주통합특별시 광산구 소촌동","3**","8m미만","12.00","월세","202412","26","100","26","2003","","202412~202512","신규","-","","","단독다가구"
"197","전남광주통합특별시 서구 화정동","7**","8m미만","192.97","월세","202412","26","1,000","35","1991","화정로254번길","202501~202701","신규","-","","","단독다가구"
"198","전남광주통합특별시 북구 문흥동","9**","8m미만","25.00","전세","202412","26","7,000","0","2017","호동로75번길","202412~202612","신규","-","","","단독다가구"
"199","전남광주통합특별시 서구 금호동","7**","12m미만","54.00","월세","202412","26","500","40","1998","운천로92번길","202501~202701","신규","-","","","단독다가구"
"200","전남광주통합특별시 서구 농성동","1**","12m미만","27.00","월세","202412","26","200","32","2013","경열로57번길","202412~202511","신규","-","","","단독다가구"
"201","전남광주통합특별시 남구 방림동","5**","12m미만","33.00","월세","202412","26","1,000","15","1996","용대로183번안길","202412~202612","신규","-","","","단독다가구"
"202","전남광주통합특별시 남구 방림동","5**","12m미만","34.40","월세","202412","26","500","20","1996","용대로183번안길","202412~202612","갱신","사용","1,000","15","단독다가구"
"203","전남광주통합특별시 남구 백운동","5**","8m미만","26.85","월세","202412","26","300","55","2022","백운로","202501~202601","신규","-","","","단독다가구"
"204","전남광주통합특별시 진도군 진도읍 교동리","5**","12m미만","36.00","전세","202412","26","3,000","0","","교동5길","202412~202512","신규","-","","","단독다가구"
"205","전남광주통합특별시 동구 동명동","4*","8m미만","20.00","월세","202412","26","200","30","2008","동명로14번길","202412~202512","신규","-","","","단독다가구"
"206","전남광주통합특별시 무안군 삼향읍 남악리","1***","12m미만","60.00","전세","202412","26","6,500","0","2014","남악4로60번다길","202501~202701","신규","-","","","단독다가구"
"207","전남광주통합특별시 여수시 화양면 장수리","6**","8m미만","27.59","월세","202412","26","100","25","","장수신기길","202502~202602","신규","-","","","단독다가구"
"208","전남광주통합특별시 광산구 신창동","1***","12m미만","28.00","월세","202412","26","100","24","2010","신창로166번길","202412~202512","신규","-","","","단독다가구"
"209","전남광주통합특별시 광산구 신창동","1***","12m미만","63.80","월세","202412","26","1,949","2","2009","장신로309번길","202501~202612","갱신","-","609","11","단독다가구"
"210","전남광주통합특별시 광산구 수완동","1***","12m미만","21.00","월세","202412","26","300","32","2016","수완로74번길","202412~202512","신규","-","","","단독다가구"
"211","전남광주통합특별시 광산구 수완동","1***","12m미만","80.92","전세","202412","26","9,000","0","2011","수완로74번길","202501~202701","신규","-","","","단독다가구"
"212","전남광주통합특별시 광산구 수완동","1***","25m이상","68.42","전세","202412","26","9,000","0","2011","수완로","202501~202701","신규","-","","","단독다가구"
"213","전남광주통합특별시 무안군 무안읍 성남리","3**","25m미만","42.90","월세","202412","26","200","42","2015","무안로","202412~202512","신규","-","","","단독다가구"
"214","전남광주통합특별시 광산구 하남동","1***","12m미만","29.00","월세","202412","26","300","46","2022","고봉로114번길","202501~202601","갱신","-","300","46","단독다가구"
"215","전남광주통합특별시 북구 신안동","2**","8m미만","30.00","월세","202412","26","200","31","2014","자미로66번길","202412~202512","신규","-","","","단독다가구"
"216","전남광주통합특별시 목포시 옥암동","1***","12m미만","58.50","전세","202412","26","8,000","0","2011","후광대로143번안길","202412~202509","갱신","-","8,000","0","단독다가구"
"217","전남광주통합특별시 서구 풍암동","9**","12m미만","46.00","월세","202412","26","200","38","2008","풍금로12번길","202412~202512","신규","-","","","단독다가구"
"218","전남광주통합특별시 서구 풍암동","8**","12m미만","26.88","월세","202412","26","500","40","2019","풍암신흥안길","202412~202512","신규","-","","","단독다가구"
"219","전남광주통합특별시 북구 신안동","4**","12m미만","20.00","월세","202412","26","200","37","","서암대로131번길","202501~202601","신규","-","","","단독다가구"
"220","전남광주통합특별시 북구 신안동","2**","8m미만","26.18","월세","202412","26","300","31","2014","신흥로27번길","202501~202601","신규","-","","","단독다가구"
"221","전남광주통합특별시 광산구 장덕동","1***","12m미만","20.00","월세","202412","26","300","33","2013","장덕로39번길","202501~202601","신규","-","","","단독다가구"
"222","전남광주통합특별시 북구 용봉동","1***","8m미만","18.00","월세","202412","26","200","30","2016","용주로34번길","-","-","-","","","단독다가구"
"223","전남광주통합특별시 북구 용봉동","1***","12m미만","20.00","전세","202412","26","3,000","0","2010","반룡로","-","-","-","","","단독다가구"
"224","전남광주통합특별시 북구 용봉동","1***","12m미만","20.00","전세","202412","26","3,000","0","2010","반룡로","202502~202702","신규","-","","","단독다가구"
"225","전남광주통합특별시 광산구 장덕동","1***","12m미만","21.00","월세","202412","26","300","30","2018","장덕로40번길","-","-","-","","","단독다가구"
"226","전남광주통합특별시 광산구 장덕동","1***","12m미만","29.41","월세","202412","26","200","35","2011","장신로20번길","202501~202507","신규","-","","","단독다가구"
"227","전남광주통합특별시 서구 쌍촌동","9**","8m미만","30.00","월세","202412","26","250","24","2004","상무대로967번길","202412~202512","신규","-","","","단독다가구"
"228","전남광주통합특별시 서구 쌍촌동","9**","12m미만","30.00","월세","202412","26","500","32","2015","쌍촌로51번길","202412~202512","신규","-","","","단독다가구"
"229","전남광주통합특별시 서구 쌍촌동","5**","12m미만","78.70","월세","202412","26","1,000","105","2019","쌍촌로47번길","202412~202512","신규","-","","","단독다가구"
"230","전남광주통합특별시 서구 쌍촌동","1***","8m미만","28.00","월세","202412","26","200","40","2021","쌍촌로27번길","202501~202601","신규","-","","","단독다가구"
"231","전남광주통합특별시 서구 쌍촌동","9**","12m미만","23.27","월세","202412","26","200","40","2019","월드컵4강로146번길","202412~202512","신규","-","","","단독다가구"
"232","전남광주통합특별시 영광군 영광읍 단주리","4**","8m미만","24.91","월세","202412","26","300","45","2019","단신길1길","202412~202512","신규","-","","","단독다가구"
