"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"170","전남광주통합특별시 여수시 덕충동","2***","12m미만","33.00","월세","202512","29","200","40","2017","박람회길","202601~202607","신규","-","","","단독다가구"
"171","전남광주통합특별시 여수시 선원동","1***","8m미만","70.00","월세","202512","29","500","80","2017","무선4길","202601~202701","신규","-","","","단독다가구"
"172","전남광주통합특별시 순천시 연향동","1***","12m미만","33.00","월세","202512","29","200","30","2011","대석2길","202512~202612","신규","-","","","단독다가구"
"173","전남광주통합특별시 서구 쌍촌동","9**","12m미만","27.42","월세","202512","29","500","71","","상무민주로6번길","202512~202612","신규","-","","","단독다가구"
"174","전남광주통합특별시 여수시 미평동","3**","12m미만","30.00","전세","202512","29","3,000","0","","미평10길","202512~202712","신규","-","","","단독다가구"
"175","전남광주통합특별시 서구 쌍촌동","1***","12m미만","23.25","월세","202512","29","300","55","2023","월드컵4강로164번길","202601~202612","신규","-","","","단독다가구"
"176","전남광주통합특별시 순천시 연향동","1***","12m미만","31.00","월세","202512","29","200","37","2013","구암길","202601~202701","신규","-","","","단독다가구"
"177","전남광주통합특별시 여수시 선원동","1***","25m미만","32.27","월세","202512","28","200","42","2014","무선6길","202512~202612","신규","-","","","단독다가구"
"178","전남광주통합특별시 서구 화정동","1***","8m미만","41.00","월세","202512","28","500","48","2017","월드컵4강로42번길","-","-","-","","","단독다가구"
"179","전남광주통합특별시 여수시 신기동","1**","12m미만","33.00","월세","202512","28","200","40","2013","신기남3길","202512~202612","신규","-","","","단독다가구"
"180","전남광주통합특별시 서구 내방동","8**","12m미만","26.46","월세","202512","28","300","43","2018","월드컵4강로182번길","202512~202612","신규","-","","","단독다가구"
"181","전남광주통합특별시 서구 내방동","8**","12m미만","36.00","월세","202512","28","200","45","2017","월드컵4강로182번길","202512~202612","신규","-","","","단독다가구"
"182","전남광주통합특별시 여수시 덕충동","2***","8m미만","39.60","월세","202512","28","300","46","2017","박람회길","202512~202612","신규","-","","","단독다가구"
"183","전남광주통합특별시 여수시 덕충동","1***","12m미만","28.24","월세","202512","28","300","50","2020","충민공원길","202601~202612","신규","-","","","단독다가구"
"184","전남광주통합특별시 서구 동천동","6**","12m미만","21.10","월세","202512","28","200","24","2007","동림2지구길","202512~202612","신규","-","","","단독다가구"
"185","전남광주통합특별시 여수시 미평동","7**","8m미만","39.00","월세","202512","28","100","25","2015","양지4길","202512~202612","신규","-","","","단독다가구"
"186","전남광주통합특별시 순천시 매곡동","5*","8m미만","46.28","월세","202512","28","35","30","2010","북정1길","202601~202612","신규","-","","","단독다가구"
"187","전남광주통합특별시 동구 계림동","5**","8m미만","39.60","월세","202512","28","300","41","2020","무등로321번길","202601~202701","신규","-","","","단독다가구"
"188","전남광주통합특별시 북구 오치동","9**","25m이상","33.00","전세","202512","28","8,500","0","2018","","202601~202901","신규","-","","","단독다가구"
"189","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","17.78","월세","202512","28","300","45","2021","매안2길","202601~202612","신규","-","","","단독다가구"
"190","전남광주통합특별시 남구 월산동","9**","8m미만","27.25","월세","202512","28","300","36","2023","금화로415번길","202512~202612","신규","-","","","단독다가구"
"191","전남광주통합특별시 광산구 하남동","8**","12m미만","18.72","월세","202512","28","300","42","2020","고봉로125번안길","202601~202701","신규","-","","","단독다가구"
"192","전남광주통합특별시 동구 학동","6**","12m미만","20.00","월세","202512","28","200","36","2014","남문로744번길","-","-","-","","","단독다가구"
"193","전남광주통합특별시 무안군 청계면 도림리","2**","8m미만","26.40","월세","202512","28","30","25","2015","승달산길","202512~202606","신규","-","","","단독다가구"
"194","전남광주통합특별시 북구 중흥동","3**","8m미만","18.00","월세","202512","28","200","36","","용봉로126번길","-","-","-","","","단독다가구"
"195","전남광주통합특별시 북구 문흥동","7**","8m미만","26.00","월세","202512","28","200","45","2022","호동로73번길","202512~202612","신규","-","","","단독다가구"
"196","전남광주통합특별시 무안군 청계면 도림리","4**","8m미만","27.89","월세","202512","28","30","29","2005","도림길","202512~202612","신규","-","","","단독다가구"
"197","전남광주통합특별시 북구 운암동","8**","8m미만","19.00","월세","202512","28","200","33","2012","동운로201번길","-","-","-","","","단독다가구"
"198","전남광주통합특별시 무안군 삼향읍 남악리","1***","12m미만","25.00","월세","202512","28","300","45","2019","남악5로60번길","202512~202612","신규","-","","","단독다가구"
"199","전남광주통합특별시 북구 용봉동","1***","12m미만","13.00","월세","202512","28","200","30","2018","반룡로42번길","-","-","-","","","단독다가구"
"200","전남광주통합특별시 북구 운암동","8**","8m미만","25.50","월세","202512","28","200","30","2013","동운로201번길","202512~202612","신규","-","","","단독다가구"
"201","전남광주통합특별시 동구 지산동","5**","8m미만","26.60","월세","202512","28","400","51","2020","필문대로273번길","202602~202702","신규","-","","","단독다가구"
"202","전남광주통합특별시 남구 주월동","4**","25m미만","29.70","전세","202512","28","6,000","0","2015","금당로","202601~202701","갱신","-","6,000","0","단독다가구"
"203","전남광주통합특별시 동구 지산동","5**","8m미만","20.00","월세","202512","28","200","43","2015","필문대로289번길","202601~202701","신규","-","","","단독다가구"
"204","전남광주통합특별시 북구 오치동","9**","25m이상","33.00","전세","202512","28","8,500","0","2018","","202601~202901","신규","-","","","단독다가구"
"205","전남광주통합특별시 순천시 해룡면 성산리","2**","12m미만","141.52","월세","202512","27","1,000","100","2022","정채봉길","202601~202712","신규","-","","","단독다가구"
"206","전남광주통합특별시 무안군 청계면 도림리","2**","8m미만","30.00","월세","202512","27","30","31","2015","승달산길","202512~202612","신규","-","","","단독다가구"
"207","전남광주통합특별시 장흥군 장흥읍 건산리","2**","12m미만","33.00","월세","202512","27","500","45","2018","건산남부길","202601~202701","신규","-","","","단독다가구"
"208","전남광주통합특별시 무안군 삼향읍 남악리","1***","25m미만","55.90","월세","202512","27","3,000","30","2011","남악4로60번길","202512~202612","신규","-","","","단독다가구"
"209","전남광주통합특별시 무안군 청계면 도림리","2**","8m미만","30.00","월세","202512","27","30","38","2015","승달산길","202512~202612","신규","-","","","단독다가구"
"210","전남광주통합특별시 광산구 수완동","1***","12m미만","30.00","월세","202512","27","200","30","2014","수완로10번길","202512~202612","신규","-","","","단독다가구"
"211","전남광주통합특별시 광산구 장덕동","1***","25m미만","45.25","월세","202512","27","500","50","2009","풍영로199번길","202512~202612","신규","-","","","단독다가구"
"212","전남광주통합특별시 무안군 청계면 도림리","2**","8m미만","30.00","월세","202512","27","30","31","2015","승달산길","202512~202612","신규","-","","","단독다가구"
"213","전남광주통합특별시 동구 서석동","9*","8m미만","26.54","월세","202512","27","200","33","2009","백서로167번길","202512~202612","신규","-","","","단독다가구"
"214","전남광주통합특별시 남구 월산동","1***","12m미만","23.06","월세","202512","27","300","35","2019","군분로65번길","202512~202612","신규","-","","","단독다가구"
"215","전남광주통합특별시 북구 용봉동","1***","12m미만","25.13","월세","202512","27","300","42","","용주로","202601~202701","신규","-","","","단독다가구"
"216","전남광주통합특별시 광양시 광양읍 덕례리","1***","12m미만","50.00","월세","202512","27","300","60","2021","예구7길","202512~202612","신규","-","","","단독다가구"
"217","전남광주통합특별시 북구 용봉동","1**","8m미만","26.70","월세","202512","27","200","36","","우치로110번길","202602~202701","신규","-","","","단독다가구"
"218","전남광주통합특별시 북구 용봉동","1**","8m미만","26.70","월세","202512","27","200","36","2018","우치로110번길","202602~202701","신규","-","","","단독다가구"
"219","전남광주통합특별시 동구 지산동","4**","8m미만","21.00","월세","202512","27","200","24","2018","지산로56번길","202512~202612","신규","-","","","단독다가구"
"220","전남광주통합특별시 광산구 장덕동","1***","12m미만","27.49","월세","202512","27","200","34","2014","장덕로50번길","202601~202701","신규","-","","","단독다가구"
"221","전남광주통합특별시 광양시 광양읍 덕례리","1***","12m미만","38.64","월세","202512","27","500","50","2020","예구7길","202512~202612","신규","-","","","단독다가구"
"222","전남광주통합특별시 남구 송하동","4**","8m미만","28.93","월세","202512","27","2,000","37","","입하1길","202512~202612","신규","-","","","단독다가구"
"223","전남광주통합특별시 장흥군 장흥읍 동동리","2**","8m미만","19.87","월세","202512","27","2,300","8","","진골목길","202512~202712","신규","-","","","단독다가구"
"224","전남광주통합특별시 북구 삼각동","7**","12m미만","33.00","월세","202512","27","1,000","20","2011","설죽로455번길","202601~202612","신규","-","","","단독다가구"
"225","전남광주통합특별시 광산구 송정동","6**","12m미만","125.35","월세","202512","27","5,000","25","1990","광산로","202601~202712","신규","-","","","단독다가구"
"226","전남광주통합특별시 광산구 송정동","7**","12m미만","22.00","월세","202512","27","200","30","2017","내상로15번길","202601~202701","신규","-","","","단독다가구"
"227","전남광주통합특별시 북구 삼각동","7**","12m미만","61.35","전세","202512","27","7,000","0","1997","설죽로455번길","202601~202801","신규","-","","","단독다가구"
"228","전남광주통합특별시 남구 서동","4*","8m미만","104.94","월세","202512","27","500","40","","서동로30번길","202601~202801","신규","-","","","단독다가구"
"229","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","30.00","월세","202512","27","200","40","2019","송산3길","202512~202612","신규","-","","","단독다가구"
"230","전남광주통합특별시 광산구 산정동","9**","8m미만","15.60","월세","202512","27","200","30","2020","산정로50번길","202512~202612","신규","-","","","단독다가구"
"231","전남광주통합특별시 영광군 영광읍 남천리","1*","12m미만","78.34","월세","202512","27","2,000","55","2003","중앙로","202602~202802","신규","-","","","단독다가구"
"232","전남광주통합특별시 목포시 상동","7**","12m미만","25.00","월세","202512","27","200","30","2001","하당로241번길","-","-","-","","","단독다가구"
